Index,Nama Obat,Kelas Terapi,Sub Kelas Terapi 1,Sub Kelas Terapi 2,Sub Kelas Terapi 3,Kekuatan,Satuan,Sediaan,Komposisi,Tingkat Faskes FPKTP,Tingkat Faskes FPKTL,PP,PRB,OEN,Program [P],Kanker [Ca],Restriksi Obat,Restriksi sediaan,Restriksi Kelas Terapi,Restriksi Sub Kelas Terapi,Restriksi Sub Sub Kelas Terapi,Restriksi Sub Sub Sub Kelas Terapi,Peresepan Maksimal
44,Pangan Olahan untuk Keperluan Medis Khusus (PKMK) untuk pasien kelainan metabolik Galaktosemia,PANGAN OLAHAN UNTUK KEPERLUAN MEDIS KHUSUS (PKMK),,,,,,bubuk,,,,,,,,,"""a) Hanya digunakan untuk kelainan kelainan metabolik galaktosemia yang telah didiagnosis dengan pemeriksaan asam amino/asam organik/aktivitas enzim/genetik.  
b) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu nutrisi dan penyakit metabolik.
c) Galaktosemia diberikan Formula asam amino bebas galaktosa.
d) Dapat diberikan untuk:
- usia 0 -12 bulan atau
- usia 1 – 18 tahun.
e) Diberikan sesuai kategori kebutuhan kalori berdasarkan Recomended Dietary Allowance (RDA):
- (0 – 6 bulan): Formula bebas galaktosa 100% RDA. 
- (6 – 9 bulan): Formula bebas galaktosa 70% RDA + makanan pendamping diet restriksi. 
- (9 – 12 bulan): Formula bebas galaktosa 50% RDA + makanan pendamping diet restriksi.
- (>12 bulan): Formula bebas galaktosa 30% RDA + makanan keluarga diet restriksi. per 1 bulan.
f) Hanya diberikan sampai usia 18 tahun.""",,,,,,
45,Pangan Olahan untuk Keperluan Medis Khusus (PKMK) untuk pasien kelainan metabolik Isovaleric Acidemia (IVA),PANGAN OLAHAN UNTUK KEPERLUAN MEDIS KHUSUS (PKMK),,,,,,bubuk,,,,,,,,,"""a) Hanya digunakan untuk kelainan metabolik Isovaleric Acidemia (IVA) yang telah didiagnosis dengan pemeriksaan asam amino/asam organik/aktivitas enzim/genetik.
b) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu nutrisi dan penyakit metabolik.
c) IVA diberikan Formula bebas Leusin.
d) Diberikan sesuai kategori kebutuhan kalori berdasarkan Recomended Dietary Allowance (RDA):
- (0 – 6 bulan): Formula bebas Leusin, 100% RDA.
- (6 – 9 bulan): Formula bebas Leusin 70% RDA + makanan pendamping diet restriksi.
- (9 – 12 bulan): Formula bebas Leusin 50% RDA + makanan pendamping diet restriksi.
- (>12 bulan): Formula bebas Leusin 30% RDA + makanan keluarga diet restriksi.
e) Hanya diberikan sampai usia 18 tahun.""",,,,,,
46,Pangan Olahan untuk Keperluan Medis Khusus (PKMK) untuk pasien kelainan metabolik Maple Syrup Urine Disease (MSUD),PANGAN OLAHAN UNTUK KEPERLUAN MEDIS KHUSUS (PKMK),,,,,,bubuk,,,,,,,,,"""a) Hanya digunakan untuk kelainan metabolik Maple Syrup Urine Disease (MSUD) yang telah didiagnosis dengan pemeriksaan asam amino/asam organik/aktivitas enzim/genetik.
b) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu nutrisi dan penyakit metabolik.
c) MSUD diberikan Formula bebas Isoleusin, Leusin, Valin.
d) Diberikan sesuai kategori kebutuhan kalori berdasarkan Recomended Dietary Allowance (RDA):
- (0 – 6 bulan): Formula bebas Isoleusin, Leusin, Valin 100% RDA.
- (6 – 9 bulan): Formula bebas Isoleusin, Leusin, Valin 70% RDA + makanan pendamping diet restriksi. 
- (9 – 12 bulan): Formula bebas Isoleusin, Leusin, Valin 50% RDA + makanan pendamping diet restriksi. 
- (>12 bulan): Formula bebas Isoleusin, Leusin, Valin 30% RDA + makanan keluarga diet restriksi.
e) Hanya diberikan sampai usia 18 tahun.""",,,,,,
47,Pangan Olahan untuk Keperluan Medis Khusus (PKMK) untuk pasien kelainan metabolik Phenylketonuria (PKU),PANGAN OLAHAN UNTUK KEPERLUAN MEDIS KHUSUS (PKMK),,,,,,bubuk,,,,,,,,,"""a) Hanya digunakan untuk kelainan metabolik Phenylketonuria (PKU) yang telah didiagnosis dengan pemeriksaan asam amino/asam organik/aktivitas enzim/genetik.  
b) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu nutrisi dan penyakit metabolik.
c) Phenylketonuria (PKU) diberikan Formula bebas fenilalanin.
d) Diberikan sesuai kategori kebutuhan kalori berdasarkan Recomended Dietary Allowance (RDA):
- (0 – 6 bulan): Formula bebas fenilalanin 100% RDA.
- (6 – 9 bulan): Formula bebas fenilalanin 70% RDA + makanan pendamping diet restriksi. 
- (9 – 12 bulan): Formula bebas fenilalanin 50% RDA + makanan pendamping diet restriksi. 
- (>12 bulan): Formula bebas fenilalanin 30% RDA + makanan keluarga diet restriksi.
e) Hanya diberikan sampai usia 18 tahun.""",,,,,,
48,Pangan Olahan untuk Keperluan Medis Khusus (PKMK) untuk pasien kelainan metabolik Tyrosinemia,PANGAN OLAHAN UNTUK KEPERLUAN MEDIS KHUSUS (PKMK),,,,,,bubuk,,,,,,,,,"""a) Hanya digunakan untuk kelainan metabolik Tyrosinemia yang telah didiagnosis dengan pemeriksaan asam amino/asam organik/aktivitas enzim/genetik.  
b) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu nutrisi dan penyakit metabolik.
c) Tyrosinemia diberikan Formula bebas fenilalanin dan tirosin.
d) Diberikan sesuai kategori kebutuhan kalori berdasarkan Recomended Dietary Allowance (RDA):
- (0 – 6 bulan): Formula bebas fenilalanin dan tirosin 100% RDA .
- (6 – 9 bulan): Formula bebas fenilalanin dan tirosin 70% RDA + makanan pendamping diet restriksi. 
- (9 – 12 bulan): Formula bebas fenilalanin dan tirosin 50% RDA + makanan pendamping diet restriksi.
- (>12 bulan): Formula bebas fenilalanin dan tirosin 30% RDA + makanan keluarga diet restriksi.
e) Hanya diberikan sampai usia 18 tahun.""",,,,,,
49,Pangan Olahan untuk Keperluan Medis Khusus (PKMK) untuk pelengkap gizi air susu ibu (human milk fortifier),PANGAN OLAHAN UNTUK KEPERLUAN MEDIS KHUSUS (PKMK),,,,,,bubuk,,,,,,,,,"""a) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu penyakit anak.
b) Syarat pemberian:
1) Bila ASI yang tersedia lebih dari 100 mL/kg BB bayi/hari.
2) Diberikan untuk bayi berat lahir sangat rendah <1.500 gram atau  prematur < 32 minggu, selanjutnya dapat diresepkan sampai usia koreksi 40 minggu atau 0 bulan dan/atau sampai berat badan 2.500 gram.""",,,,,,
50,abakavir,ANTIINFEKSI,ANTIVIRUS,Antiretroviral,Nucleoside Reverse Transcriptase Inhibitor (NRTI),300,mg,tab,,,,,,,,,,,,,,Catatan: Disediakan oleh Program Kemenkes,
51,adenosin,OBAT KARDIOVASKULAR,ANTIARITMIA,,,3,mg/mL,inj,,,,,,,,,"""a) Digunakan untuk mengatasi SVT (dibuktikan dengan EKG).
b) Digunakan untuk uji pembebanan jantung.""",,,,,,Maks 5 ampul.
52,afatinib,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Penghambat Protein Kinase,,40,mg,tab sal selaput,,,,,,,,,"""a) Untuk NSCLC jenis non squamous yang locally advanced atau metastatik dengan EGFR exon 19 delesi atau mutasi subsitusi exon 21 (L858R atau L861Q), substitusi exon 18 (G719X), atau substitusi mutasi exon 20 (S7681), pada pasien yang belum pernah mendapatkan TKI sebelumnya.
b) Dosis terapi adalah 40 mg, diberikan 1x1 sehari.
c) Tidak digunakan sebagai lini kedua.
d) Jika terjadi progresi pada salah satu (gefitinib, erlotinib, atau afatinib), maka tidak dapat diganti dengan obat-obat tersebut.""",,,,,,"""- 30 tab/bulan.
- Obat dihentikan jika respons terhadap obat kurang dari 50%, setelah 3 siklus. """
53,afatinib,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Penghambat Protein Kinase,,20,mg,tab sal selaput,,,,,,,,,"""a) Untuk NSCLC jenis non squamous yang locally advanced atau metastatik dengan EGFR exon 19 delesi atau mutasi subsitusi exon 21 (L858R atau L861Q), substitusi exon 18 (G719X), atau substitusi mutasi exon 20 (S7681), pada pasien yang belum pernah mendapatkan TKI sebelumnya.
b) Dosis terapi adalah 40 mg, diberikan 1x1 sehari.
c) Tidak digunakan sebagai lini kedua.
d) Jika terjadi progresi pada salah satu (gefitinib, erlotinib, atau afatinib), maka tidak dapat diganti dengan obat-obat tersebut.""",Dosis 20 mg bukan dosis terapeutik tetapi digunakan apabila muncul efek samping. Dosis dikembalikan ke 40 mg untuk mendapat efikasi yang diharapkan.,,,,,"Obat dihentikan jika respons terhadap obat kurang dari 50%, setelah 3 siklus."
54,afatinib,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Penghambat Protein Kinase,,30,mg,tab sal selaput,,,,,,,,,"""a) Untuk NSCLC jenis non squamous yang locally advanced atau metastatik dengan EGFR exon 19 delesi atau mutasi subsitusi exon 21 (L858R atau L861Q), substitusi exon 18 (G719X), atau substitusi mutasi exon 20 (S7681), pada pasien yang belum pernah mendapatkan TKI sebelumnya.
b) Dosis terapi adalah 40 mg, diberikan 1x1 sehari.
c) Tidak digunakan sebagai lini kedua.
d) Jika terjadi progresi pada salah satu (gefitinib, erlotinib, atau afatinib), maka tidak dapat diganti dengan obat-obat tersebut.""",Dosis 30 mg bukan dosis terapeutik tetapi digunakan apabila muncul efek samping. Dosis dikembalikan ke 40 mg untuk mendapat efikasi yang diharapkan.,,,,,"Obat dihentikan jika respons terhadap obat kurang dari 50%, setelah 3 siklus."
55,air steril untuk injeksi,LARUTAN ELEKTROLIT NUTRISI dan LAIN - LAIN,LAIN–LAIN,,,,,cairan inj,,,,,,,,,,,,,,,
56,air untuk irigasi,LARUTAN ELEKTROLIT NUTRISI dan LAIN - LAIN,LAIN–LAIN,,,,,inf,,,,,,,,,,,,,,,
57,akarbose,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,ANTIDIABETES,Antidiabetes Oral,,50,mg,tab,,,,,,,,,,,,,,,90 tab/bulan.
58,akarbose,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,ANTIDIABETES,Antidiabetes Oral,,100,mg,tab,,,,,,,,,,,,,,,90 tab/bulan.
59,akuades,OBAT dan BAHAN untuk GIGI,PREPARAT LAINNYA,,,500,mL,cairan,,,,,,,,,,,,,,,
60,albendazol,ANTIINFEKSI,ANTELMINTIK,Antelmintik Intestinal,,200,mg/5 mL,susp,,,,,,,,,,,,,,,
61,albendazol,ANTIINFEKSI,ANTELMINTIK,Antelmintik Intestinal,,400,mg/ 10 mL,susp,,,,,,,,,,,,,,,
62,albendazol,ANTIINFEKSI,ANTELMINTIK,Antelmintik Intestinal,,400,mg,tab,,,,,,,,,,,,,,,
63,albumin serum normal (human albumin),PRODUK DARAH dan PENGGANTI PLASMA,PENGGANTI PLASMA dan PLASMA EKSPANDER,,,25,%,inj,,,,,,,,,,"""Dapat digunakan pada salah satu atau lebih kondisi berikut:
a) Kadar albumin < 2,5 g/dL.
b) Kadar albumin < 2,5 g/dL pada sindrom nefrotik yang disertai edema anasarka dan/atau renjatan.
c) Diberikan apabila terdapat kondisi presyok atau syok, dan/atau untuk kasus asites masif dengan penekanan organ pernapasan atau perut.""",,,,,
64,albumin serum normal (human albumin),PRODUK DARAH dan PENGGANTI PLASMA,PENGGANTI PLASMA dan PLASMA EKSPANDER,,,20,%,inj,,,,,,,,,,"""Dapat digunakan pada salah satu atau lebih kondisi berikut:
a) Kadar albumin < 2,5 g/dL.
b) Kadar albumin < 2,5 g/dL pada sindrom nefrotik yang disertai edema anasarka dan/atau renjatan.
c) Diberikan apabila terdapat kondisi presyok atau syok, dan/atau untuk kasus asites masif dengan penekanan organ pernapasan atau perut.""",,,,,
65,albumin serum normal (human albumin),PRODUK DARAH dan PENGGANTI PLASMA,PENGGANTI PLASMA dan PLASMA EKSPANDER,,,5,%,inj,,,,,,,,,,"""a) Untuk luka bakar tingkat 2 (luas permukaan terbakar lebih dari 30%) dan kadar albumin < 2,5 g/dL.
atau
b) Untuk plasmaferesis.""",,,,,Diberikan selama 24 jam. Perhitungkan kebutuhan albumin berdasarkan BB.
66,alektinib,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Penghambat Protein Kinase,,150,mg,kaps,,,,,,,,,"""a) Hanya untuk kanker paru dengan ALK positif yang locally advanced atau metastatik NSCLC pada pasien yang belum pernah  mendapatkan obat golongan penghambat (inhibitor) mutasi gen ALK positif sebelumnya.
b) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu hematologi dan onkologi medik, atau onkologi lain, atau penyakit dalam, atau penyakit paru.""",,,,,,240 kapsul/bulan.
67,alendronat,OBAT yang MEMENGARUHI STRUKTUR dan MINERALISASI TULANG,,,,70,mg,tab,,,,,,,,,"""a) Pasien dengan osteoporosis, hasil pemeriksaan BMD DXA, T score  < -2,5 (bukan BMD ultrasound); atau
b) Riwayat fraktur osteoporosis.""",,,,,,4 tab/bulan.
68,alopurinol,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANTIPIRAI,,,300,mg,tab,,,,,,,,,Tidak diberikan pada saat nyeri akut.,,,,,,60 tab/bulan.
69,alopurinol,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANTIPIRAI,,,100,mg,tab,,,,,,,,,Tidak diberikan pada saat nyeri akut.,,,,,,30 tab/bulan.
70,alprazolam,PSIKOFARMAKA,ANTIANSIETAS,,,"0,25",mg,tab,,,,,,,,,"""a) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu kedokteran jiwa atau penyakit dalam.
b) Hanya untuk kasus:
 - Panic attack
 - Panic disorder""",,,,,,"Maks 2 minggu/kasus, 30 tab/bulan."
71,alprazolam,PSIKOFARMAKA,ANTIANSIETAS,,,"0,5",mg,tab,,,,,,,,,"""a) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu kedokteran jiwa atau penyakit dalam.
b) Hanya untuk kasus:
 - Panic attack
 - Panic disorder""",,,,,,"Maks 2 minggu/kasus, 30 tab/bulan."
72,alprazolam,PSIKOFARMAKA,ANTIANSIETAS,,,1,mg,tab,,,,,,,,,"""a) Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu kedokteran jiwa atau penyakit dalam.
b) Hanya untuk kasus:
 - Panic attack
 - Panic disorder""",,,,,,"Maks 2 minggu/kasus, 30 tab/bulan."
73,alprazolam,PSIKOFARMAKA,ANTIANSIETAS,,,"0,25",mg,tab,,,,,,,,,"""a) Hanya dapat diresepkan oleh Dokter Spesialis Kedokteran Jiwa dan Internis Psikosomatik.
b) Hanya untuk kasus: 
- Panic attack
- Panic disorder
c) Peresepan oleh Dokter Spesialis Penyakit Dalam maksimal 5 hari/bulan.""",,,,,,"Maks 2 minggu/kasus, 30 tab/bulan."
74,alteplase,OBAT KARDIOVASKULAR,TROMBOLITIK,,,50,mg,serb inj,,,,,,,,,"""a) Untuk infark miokard akut dengan onset < 12 jam.
b) Untuk stroke non hemoragik dengan onset < 4,5 jam.Untuk stroke non hemoragik dengan onset < 4,5 jam.
c) Dapat diberikan di FPKTL yang memiliki fasilitas ICCU/ICU/unit stroke.
d) Kontraindikasi: tidak digunakan untuk stroke iskemik dengan riwayat perdarahan intrakranial dan cedera kepala berat dalam waktu 3 bulan terakhir, operasi mayor dalam waktu 3 bulan terakhir, riwayat gangguan koagulasi, hipertensi yang tidak terkendali.""",,,,,,
75,amfoterisin B,ANTIINFEKSI,ANTIFUNGI,Antifungi Sistemik,,50,mg,inj,,,,,,,,,,"""a) Disediakan oleh Program Kemenkes.
b) Digunakan oleh ODHIV yang mengalami Infeksi oportunistik jenis meningitis karena cryptococcus.
c) Digunakan untuk kondisi sub akut cryptococcus.
d) Pengobatan selama 14 hari.""",,,,,1 x 1 vial selama 14 hari.
76,amfoterisin B,ANTIINFEKSI,ANTIFUNGI,Antifungi Sistemik,,5,mg/mL,inj,,,,,,,,,,,,,,,
77,amfoterisin B,OBAT untuk MATA,ANTIMIKROBA,,,1,%,salep mata,,,,,,,,,,,,,,,
78,amikasin,ANTIINFEKSI,ANTIINFEKSI KHUSUS,Antituberkulosis,,500,mg,inj,,,,,,,,,Digunakan untuk paduan pengobatan pasien TB resistan obat (TB-RO).,,,,"""Catatan:
a) Disediakan oleh Program Kemenkes.
b) Penggunaan sesuai dengan Program Nasional Pengendalian TB.""",,
79,amikasin,ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,Aminoglikosida,250,mg/mL,inj,,,,,,,,,Hanya digunakan untuk infeksi oleh bakteri gram negatif yang resistan terhadap gentamisin.,,,,,,
80,aminofilin,OBAT untuk SALURAN NAPAS,ANTIASMA,,,24,mg/mL,inj,,,,,,,,,,,,,,,
81,aminofilin,OBAT untuk SALURAN NAPAS,ANTIASMA,,,150,mg,tab,,,,,,,,,,,,,,,
82,aminofilin,OBAT untuk SALURAN NAPAS,ANTIASMA,,,200,mg,tab,,,,,,,,,,,,,,,
83,amiodaron,OBAT KARDIOVASKULAR,ANTIARITMIA,,,50,mg/mL,inj,,,,,,,,,,Untuk kasus rawat inap.,,,,,
84,amiodaron,OBAT KARDIOVASKULAR,ANTIARITMIA,,,200,mg,tab,,,,,,,,,,,,,,,30 tab/bulan.
85,amitriptilin,PSIKOFARMAKA,ANTIDEPRESI,,,25,mg,tab,,,,,,,,,,,,,,,60 tab/bulan.
86,amitriptilin,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,NYERI NEUROPATIK,,,25,mg,tab,,,,,,,,,,,,,,,30 tab/bulan.
87,amlodipin,OBAT KARDIOVASKULAR,ANTIHIPERTENSI,Antihipertensi Sistemik,,10,mg,tab,,,,,,,,,,,,,"""Catatan:
Pemberian obat antihipertensi harus didasarkan pada prinsip dosis titrasi, mulai dari dosis terkecil hingga tercapai dosis dengan outcome tekanan darah terbaik.""",,30 tab/bulan.
88,amlodipin,OBAT KARDIOVASKULAR,ANTIHIPERTENSI,Antihipertensi Sistemik,,5,mg,tab,,,,,,,,,,,,,"""Catatan:
Pemberian obat antihipertensi harus didasarkan pada prinsip dosis titrasi, mulai dari dosis terkecil hingga tercapai dosis dengan outcome tekanan darah terbaik.""",,30 tab/bulan.
89,amlodipin,OBAT KARDIOVASKULAR,ANTIANGINA,,,5,mg,tab,,,,,,,,,Untuk angina dengan bradiaritmia.,,,,,,30 tab/bulan.
90,amoksisilin,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,100,mg/mL,drops,,,,,,,,,,,,,,,1 btl/kasus.
91,amoksisilin,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,500,mg,tab,,,,,,,,,,,,,,,10 hari.
92,amoksisilin,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,125,mg/5 mL,sir kering,,,,,,,,,,,,,,,1 btl/kasus.
93,amoksisilin,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,250,mg,tab,,,,,,,,,,,,,,,10 hari.
94,amoksisilin,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,250,mg/5 mL,sir kering,,,,,,,,,,,,,,,1 btl/kasus.
95,ampisilin,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,250,mg,inj,,,,,,,,,,,,,,,10 hari.
96,ampisilin,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,1.000,mg,inj,,,,,,,,,,,,,,,10 hari.
97,anastrozol,ANTINEOPLASTIK dan IMUNOMODULATOR,TERAPI ENDOKRIN,Antagonis Hormon Dan Senyawa Sejenis,,1,mg,tab,,,,,,,,,"""a) Dapat digunakan untuk kanker payudara post menopause dengan pemeriksaan reseptor estrogen/progesteron positif.
b) Dapat digunakan pada premenopause atau perimenopause yang dijadikan post menopause dengan pemberian goserelin asetat.""",,,,,,30 tab/bulan.
98,"anestetik lokal gigi, kombinasi KDT/FDC mengandung lidokain dan epinefrin",OBAT dan BAHAN untuk GIGI,PREPARAT LAINNYA,,,2,mL,inj,"""lidokain 2 %
epinefrin 1:80.000""",,,,,,,,,,,,,,
99,"antasida, kombinasi aluminium  hidroksida dan magnesium hidroksida",OBAT untuk SALURAN CERNA,ANTASIDA dan ANTIULKUS,,,200;200,mg,susp,"""aluminium  hidroksida 200 mg
magnesium hidroksida 20 mg""",,,,,,,,,,,,,,
100,"antasida, kombinasi aluminium  hidroksida dan magnesium hidroksida",OBAT untuk SALURAN CERNA,ANTASIDA dan ANTIULKUS,,,200;200,mg,tab kunyah,"""aluminium  hidroksida 200 mg
magnesium hidroksida 20 mg""",,,,,,,,,,,,,,
101,"antibakteri, kombinasi KDT/FDC mengandung basitrasin dan polimiksin B",OBAT TOPIKAL untuk KULIT,ANTIBAKTERI,,,500;10000,IU/g,salep,"""basitrasin 500 IU/g
polimiksin B 10.000 IU/g""",,,,,,,,,,,,,,
102,"antifungi, kombinasi KDT/FDC mengandung asam benzoat dan asam salisilat",OBAT TOPIKAL untuk KULIT,ANTIFUNGI,,,6;3,%,salep,"""asam benzoat 6 %
asam salisilat 3 %""",,,,,,,,,,,,,,
103,"antihemoroid, kombinasi KDT/FDC mengandung bismut subgalat, heksaklorofen, lidokain, dan seng oksida",OBAT untuk SALURAN CERNA,ANTIHEMOROID,,,,,sup,"""bismut subgalat
heksaklorofen
lidokain
seng oksida""",,,,,,,,,,,,,,5 sup/kasus.
104,aripiprazol,PSIKOFARMAKA,ANTIPSIKOTIK,,,15,mg,tab dispersible,,,,,,,,,"Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa, atau neurologi, atau neurologi anak. Termasuk untuk kasus iritabilitas terkait dengan gangguan autisme.",,,,,,15 mg/hari.
105,aripiprazol,PSIKOFARMAKA,ANTIPSIKOTIK,,,5,mg,tab,,,,,,,,,"Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa, atau neurologi, atau neurologi anak. Termasuk untuk kasus iritabilitas terkait dengan gangguan autisme.",,,,,,15 mg/hari.
106,aripiprazol,PSIKOFARMAKA,ANTIPSIKOTIK,,,10,mg,tab dispersible,,,,,,,,,"Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa, atau neurologi, atau neurologi anak. Termasuk untuk kasus iritabilitas terkait dengan gangguan autisme.",,,,,,15 mg/hari.
107,aripiprazol,PSIKOFARMAKA,ANTIPSIKOTIK,,,1,mg/mL,oral solution,,,,,,,,,"Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa, atau neurologi, atau neurologi anak. Termasuk untuk kasus iritabilitas terkait dengan gangguan autisme.",,,,,,15 mg/hari.
108,artesunat,ANTIINFEKSI,ANTIPROTOZOA,Antimalaria,,60,mg,inj,,,,,,,,,"""a) Diberikan pada malaria berat.
b) Khusus di FPKTP, pemberian hanya 1 kali yang segera dirujuk ke FPKTL.
""",,,,"""Catatan: Disediakan oleh Program 
Kemenkes.""",,
109,articulating paper,OBAT dan BAHAN untuk GIGI,PREPARAT LAINNYA,,,,,kertas warna penanda oklusi,,,,,,,,,,,,,,,
110,asam asetat,OBAT untuk TELINGA HIDUNG dan TENGGOROK,,,,2,%,tts telinga,,,,,,,,,"""Catatan: dibuat baru, recenter
paratus (r.p.).""",,,,,,
111,asam asetilsalisilat (asetosal),OBAT KARDIOVASKULAR,ANTIAGREGASI PLATELET,,,100,mg,tab sal enterik,,,,,,,,,,,,,,,30 tab/bulan.
112,asam asetilsalisilat (asetosal),OBAT KARDIOVASKULAR,ANTIAGREGASI PLATELET,,,80,mg,tab,,,,,,,,,,,,,,,30 tab/bulan.
113,asam askorbat (vitamin C),VITAMIN dan MINERAL,,,,250,mg,tab,,,,,,,,,,,,,,,
114,asam askorbat (vitamin C),VITAMIN dan MINERAL,,,,50,mg,tab,,,,,,,,,,,,,,,
115,asam folat,OBAT yang MEMENGARUHI DARAH,ANTIANEMI,,,1,mg,tab,,,,,,,,,,,,,,,
116,asam folat,OBAT yang MEMENGARUHI DARAH,ANTIANEMI,,,"0,4",mg,tab,,,,,,,,,,,,,,,
117,asam folat,OBAT yang MEMENGARUHI DARAH,ANTIANEMI,,,5,mg,tab,,,,,,,,,,,,,,,
118,asam fusidat,OBAT untuk MATA,ANTIMIKROBA,,,1,%,tts mata,,,,,,,,,,,,,,,
119,asam ibandronat,ANTINEOPLASTIK dan IMUNOMODULATOR,LAIN–LAIN,,,1,mg/mL,inj,,,,,,,,,"""a) Hiperkalsemia akibat keganasan. 
b) Metastatik tulang.""",,,,,,"""1 vial/bulan.
"""
120,asam mefenamat,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANALGESIK NON NARKOTIK,,,250,mg,kaps,,,,,,,,,,,,,,,30 kaps/bulan.
121,asam mefenamat,ANALGESIK ANTIPIRETIK ANTIINFLAMASI NON STEROID ANTIPIRAI,ANALGESIK NON NARKOTIK,,,500,mg,tab,,,,,,,,,,,,,,,30 tab/bulan.
122,asam pipemidat,ANTIINFEKSI,ANTIINFEKSI KHUSUS,Antiseptik Saluran kemih,,400,mg,kaps,,,,,,,,,,,,,,,28 kaps/kasus.
123,asam retinoat,OBAT TOPIKAL untuk KULIT,ANTIAKNE,,,"0,05",%,krim,,,,,,,,,,,,,,,
124,asam retinoat,OBAT TOPIKAL untuk KULIT,ANTIAKNE,,,"0,1",%,krim,,,,,,,,,,"""a) Tidak digunakan pada pagi dan siang hari.
b) Tidak untuk ibu hamil.""",,,,,
125,asam salisilat,OBAT TOPIKAL untuk KULIT,KERATOLITIK dan KERATOPLASTIK,,,10,%,salep,,,,,,,,,,Kulit disekitar lesi harus dilindungi dengan pelembab.,,,,,
126,asam salisilat,OBAT TOPIKAL untuk KULIT,KERATOLITIK dan KERATOPLASTIK,,,5,%,salep,,,,,,,,,,,,,,,
127,asam salisilat,OBAT TOPIKAL untuk KULIT,KERATOLITIK dan KERATOPLASTIK,,,2,%,salep,,,,,,,,,,,,,,,
128,asam traneksamat,OBAT yang MEMENGARUHI DARAH,OBAT yang MEMENGARUHI KOAGULASI,,,100,mg/mL,inj,,,,,,,,,Untuk perdarahan masif atau berpotensi perdarahan > 600 cc.,,,,,,
129,asam traneksamat,OBAT yang MEMENGARUHI DARAH,OBAT yang MEMENGARUHI KOAGULASI,,,50,mg/mL,inj,,,,,,,,,Untuk perdarahan masif atau berpotensi perdarahan > 600 cc.,,,,,,
130,asam traneksamat,OBAT yang MEMENGARUHI DARAH,OBAT yang MEMENGARUHI KOAGULASI,,,500,mg,tab sal selaput,,,,,,,,,Untuk perdarahan masif atau berpotensi perdarahan > 600 cc.,,,,,,
131,asam ursodeoksikolat,OBAT untuk SALURAN CERNA,LAIN–LAIN,,,250,mg,kaps,,,,,,,,,,,,,,,
132,asam zoledronat,ANTINEOPLASTIK dan IMUNOMODULATOR,LAIN–LAIN,,,4,mg/100 mL,inf,,,,,,,,,"""a) Hiperkalsemia akibat keganasan. 
b) Metastatik tulang.""",,,,,,"""1 vial/bulan.
"""
